시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,펌프작동남은시간.1,최근분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-04-06 00:10:00,20.6000003814697,52.5,397.0,0.921792030334472,20.3999996185302,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,196.0,0.0,201.0,237.0,0.0,201.0,210.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:11:00,20.6000003814697,52.5,393.0,0.924123704433441,20.3999996185302,31.5,0.0,0.0,0.0,0.0,201.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,135.0,0.0,201.0,176.0,0.0,201.0,149.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:12:00,20.7000007629394,53.0,397.0,0.926455438137054,20.3999996185302,31.5,0.0,0.0,0.0,0.0,201.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,378.0,0.0,201.0,114.0,0.0,1.0,110.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:13:00,20.6000003814697,52.5,394.0,0.925678133964538,20.3999996185302,31.5,0.0,0.0,0.0,0.0,201.0,103.5,0.0,0.0,0.0,0.0,0.0,0.0,201.0,311.0,0.0,201.0,202.5,0.0,201.0,332.0,0.0,0.0,20.0,18.0,19.0,0.0,3.50000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:14:00,20.2999992370605,52.2999992370605,394.0,0.925678133964538,20.3999996185302,31.5,0.0,0.0,0.0,0.0,201.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,260.0,0.0,201.0,291.0,0.0,201.0,271.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:15:00,20.1000003814697,52.2999992370605,395.0,0.925678133964538,20.3999996185302,31.5,0.0,0.0,0.0,0.0,201.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,218.5,0.0,201.0,227.0,0.0,201.0,229.0,0.0,0.0,20.0,18.0,19.0,0.0,0.500001907348632,0.0,0.0,0.0,0.0
2021-04-06 00:16:00,19.7999992370605,52.7000007629394,398.0,0.927232682704925,20.1000003814697,31.1000003814697,0.0,0.0,0.0,0.0,201.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,177.0,0.0,201.0,137.0,0.0,201.0,139.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:17:00,19.6000003814697,52.9000015258789,393.0,0.927232682704925,19.7999992370605,31.2999992370605,0.0,0.0,0.0,0.0,201.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,117.0,0.0,201.0,374.0,0.0,201.0,376.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:18:00,19.7000007629394,53.2000007629394,393.0,0.922569274902343,19.7000007629394,31.8999996185302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,356.0,0.0,201.0,312.0,0.0,201.0,314.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:19:00,19.7999992370605,53.2999992370605,399.0,0.922569274902343,19.7999992370605,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,290.0,0.0,201.0,257.0,0.0,201.0,259.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:20:00,19.8999996185302,53.5,394.0,0.922569274902343,19.8999996185302,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,230.0,0.0,201.0,191.0,0.0,201.0,193.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:21:00,19.8999996185302,53.4000015258789,394.0,0.921792030334472,20.0,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,169.0,0.0,201.0,131.0,0.0,201.0,132.0,0.0,0.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:22:00,20.1000003814697,53.4000015258789,392.0,0.921792030334472,20.2000007629394,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,108.0,0.0,201.0,374.0,0.0,201.0,376.0,0.0,0.0,20.0,18.0,19.0,0.0,0.500001907348632,0.0,0.0,0.0,0.0
2021-04-06 00:23:00,20.2000007629394,53.7000007629394,392.0,0.923346519470214,20.2999992370605,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,358.0,0.0,201.0,314.0,0.0,201.0,316.0,0.0,0.0,20.0,18.0,19.0,0.0,0.500001907348632,0.0,0.0,0.0,0.0
2021-04-06 00:24:00,20.2999992370605,53.599998474121,394.0,0.922569274902343,20.2999992370605,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,291.0,0.0,201.0,246.0,0.0,201.0,248.0,0.0,0.0,20.0,18.0,19.0,0.0,1.00000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:25:00,20.2999992370605,53.5,398.0,0.921792030334472,20.2999992370605,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,230.0,0.0,201.0,215.5,0.0,201.0,217.5,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:26:00,20.2999992370605,53.5,394.0,0.924900949001312,20.2999992370605,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,169.0,0.0,201.0,185.0,0.0,201.0,187.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:27:00,20.3999996185302,53.2000007629394,395.0,0.921792030334472,20.2000007629394,31.7000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,109.0,0.0,201.0,124.0,0.0,201.0,126.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:28:00,20.3999996185302,53.0,394.0,0.923346519470214,20.2000007629394,31.7000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,344.0,0.0,201.0,358.0,0.0,201.0,360.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:29:00,20.3999996185302,53.0,393.0,0.923346519470214,20.2000007629394,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,277.0,0.0,201.0,297.0,0.0,201.0,299.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:30:00,20.6000003814697,52.9000015258789,391.0,0.921792030334472,20.2000007629394,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,215.5,0.0,201.0,235.0,0.0,201.0,232.5,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:31:00,20.5,52.7999992370605,397.0,0.923346519470214,20.2000007629394,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,154.0,0.0,201.0,173.0,0.0,201.0,166.0,0.0,0.0,20.0,18.0,19.0,0.0,2.5,0.0,0.0,0.0,0.0
2021-04-06 00:32:00,20.6000003814697,52.7000007629394,398.0,0.923346519470214,20.2999992370605,31.7999992370605,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,201.0,395.0,0.0,201.0,112.0,0.0,201.0,106.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:33:00,20.7000007629394,53.2000007629394,393.0,0.928787112236023,20.3999996185302,31.7999992370605,0.0,0.0,0.0,0.0,201.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,347.0,0.0,201.0,351.0,0.0,201.0,353.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:34:00,20.6000003814697,52.599998474121,395.0,0.926455438137054,20.3999996185302,31.7999992370605,0.0,0.0,0.0,0.0,201.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,271.0,0.0,201.0,276.0,0.0,201.0,278.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:35:00,20.3999996185302,52.2999992370605,394.0,0.927232682704925,20.3999996185302,31.7000007629394,0.0,0.0,0.0,0.0,201.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,210.0,0.0,201.0,214.0,0.0,201.0,216.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:36:00,20.2000007629394,52.2000007629394,396.0,0.921792030334472,20.3999996185302,31.6000003814697,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,148.0,0.0,201.0,152.0,0.0,201.0,154.0,0.0,0.0,20.0,18.0,19.0,0.0,1.00000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:37:00,20.2999992370605,52.2999992370605,395.0,0.922569274902343,20.3999996185302,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,390.0,0.0,201.0,397.0,0.0,201.0,399.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:38:00,20.3999996185302,52.5,393.0,0.922569274902343,19.8999996185302,31.2000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,327.0,0.0,201.0,331.0,0.0,201.0,333.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:39:00,20.3999996185302,52.5,392.0,0.924900949001312,19.6000003814697,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,264.0,0.0,201.0,270.0,0.0,201.0,272.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:40:00,20.3999996185302,52.4000015258789,395.0,0.921792030334472,19.7000007629394,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,203.0,0.0,201.0,210.0,0.0,201.0,209.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:41:00,20.5,52.2999992370605,398.0,0.923346519470214,19.7999992370605,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,143.0,0.0,201.0,149.0,0.0,201.0,149.0,0.0,0.0,20.0,18.0,19.0,0.0,2.5,0.0,0.0,0.0,0.0
2021-04-06 00:42:00,20.6000003814697,52.4000015258789,392.0,0.924123704433441,19.8999996185302,32.2000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,376.0,0.0,201.0,389.0,0.0,201.0,391.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:43:00,20.6000003814697,52.7000007629394,393.0,0.924900949001312,20.1000003814697,32.2000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,320.0,0.0,201.0,323.0,0.0,201.0,325.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:44:00,20.6000003814697,52.5,395.0,0.922569274902343,20.2000007629394,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,257.0,0.0,201.0,260.0,0.0,201.0,262.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:45:00,20.7000007629394,52.7999992370605,394.0,0.927232682704925,20.2000007629394,32.0,0.0,0.0,0.0,0.0,201.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,214.5,0.0,201.0,217.5,0.0,201.0,219.5,0.0,0.0,20.0,18.0,19.0,0.0,3.50000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:46:00,20.7000007629394,52.599998474121,396.0,0.927232682704925,20.2999992370605,31.8999996185302,0.0,0.0,0.0,0.0,201.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,172.0,0.0,201.0,175.0,0.0,201.0,177.0,0.0,0.0,20.0,18.0,19.0,0.0,3.50000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:47:00,20.3999996185302,52.2000007629394,398.0,0.926455438137054,20.3999996185302,31.7999992370605,0.0,0.0,0.0,0.0,201.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,111.0,0.0,201.0,113.0,0.0,201.0,115.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:48:00,20.2999992370605,52.2999992370605,394.0,0.924123704433441,20.5,31.7000007629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,351.0,0.0,201.0,353.0,0.0,201.0,355.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:49:00,20.2999992370605,52.4000015258789,395.0,0.921792030334472,20.6000003814697,31.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,291.0,0.0,201.0,292.0,0.0,201.0,294.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:50:00,20.3999996185302,52.7000007629394,396.0,0.923346519470214,20.7000007629394,31.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,230.0,0.0,201.0,232.0,0.0,201.0,233.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:51:00,20.3999996185302,52.9000015258789,396.0,0.921792030334472,20.8999996185302,31.3999996185302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,164.0,0.0,201.0,166.0,0.0,201.0,167.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:52:00,20.3999996185302,52.599998474121,395.0,0.922569274902343,20.8999996185302,31.2999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,103.0,0.0,201.0,105.0,0.0,201.0,107.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 00:53:00,20.5,52.2000007629394,397.0,0.924123704433441,20.7000007629394,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,194.5,0.0,201.0,196.5,0.0,201.0,351.0,0.0,0.0,20.0,18.0,19.0,0.0,2.5,0.0,0.0,0.0,0.0
2021-04-06 00:54:00,20.6000003814697,52.2000007629394,391.0,0.923346519470214,20.1000003814697,30.8999996185302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,286.0,0.0,201.0,288.0,0.0,201.0,290.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:55:00,20.6000003814697,52.2999992370605,392.0,0.923346519470214,19.7999992370605,31.2999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,234.0,0.0,201.0,236.0,0.0,201.0,238.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:56:00,20.6000003814697,52.5,392.0,0.923346519470214,19.7999992370605,31.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,155.0,0.0,201.0,157.0,0.0,201.0,159.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 00:57:00,20.7000007629394,52.5,395.0,0.922569274902343,19.8999996185302,31.8999996185302,0.0,0.0,0.0,0.0,201.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,388.0,0.0,201.0,389.0,0.0,201.0,392.0,0.0,0.0,20.0,18.0,19.0,0.0,3.50000381469726,0.0,0.0,0.0,0.0
2021-04-06 00:58:00,20.7999992370605,52.599998474121,395.0,0.926455438137054,19.8999996185302,32.0,0.0,0.0,0.0,0.0,201.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,326.0,0.0,201.0,328.0,0.0,201.0,331.0,0.0,0.0,20.0,18.0,19.0,0.0,3.99999618530273,0.0,0.0,0.0,0.0
2021-04-06 00:59:00,20.2999992370605,52.099998474121,393.0,0.926455438137054,19.8999996185302,32.099998474121,0.0,0.0,0.0,0.0,201.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,261.0,0.0,201.0,263.0,0.0,201.0,266.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 01:00:00,20.2999992370605,52.349998474121,394.0,0.9252895712852476,19.8999996185302,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,236.0,0.0,201.0,238.0,0.0,201.0,241.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 01:01:00,20.2999992370605,52.599998474121,395.0,0.924123704433441,19.8999996185302,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,134.0,0.0,201.0,136.0,0.0,201.0,139.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 01:02:00,20.2999992370605,52.7000007629394,393.0,0.921792030334472,20.0,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,89.33333333333334,0.0,134.0,90.66666666666666,0.0,134.0,92.66666666666666,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 01:03:00,20.3999996185302,52.7000007629394,393.0,0.922569274902343,20.0,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,44.66666666666667,0.0,67.0,45.33333333333333,0.0,67.0,46.33333333333333,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
2021-04-06 01:04:00,20.3999996185302,52.599998474121,397.0,0.922569274902343,20.1000003814697,32.099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,19.0,0.0,1.749997138977045,0.0,0.0,0.0,0.0
2021-04-06 01:05:00,20.3999996185302,52.5,392.0,0.922569274902343,20.1000003814697,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.5,0.0,0.0,157.5,0.0,0.0,158.5,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 01:06:00,20.5,53.2999992370605,397.0,0.924123704433441,20.2000007629394,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,313.0,0.0,201.0,315.0,0.0,201.0,317.0,0.0,0.0,20.0,18.0,19.0,0.0,1.99999809265136,0.0,0.0,0.0,0.0
2021-04-06 01:07:00,20.6000003814697,53.2999992370605,395.0,0.923346519470214,20.3999996185302,31.8999996185302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,242.0,0.0,201.0,244.0,0.0,201.0,246.0,0.0,0.0,20.0,18.0,19.0,0.0,2.5,0.0,0.0,0.0,0.0
2021-04-06 01:08:00,20.6000003814697,53.2000007629394,393.0,0.922569274902343,20.3999996185302,31.7999992370605,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,201.0,358.0,0.0,201.0,361.0,0.0,201.0,363.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 01:09:00,20.6000003814697,53.2999992370605,392.0,0.925678133964538,20.3999996185302,31.7000007629394,0.0,0.0,0.0,0.0,201.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,298.0,0.0,201.0,295.0,0.0,201.0,297.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 01:10:00,20.7000007629394,52.7999992370605,393.0,0.925678133964538,20.3999996185302,31.7000007629394,0.0,0.0,0.0,0.0,201.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,249.0,0.0,201.0,241.0,0.0,201.0,243.0,0.0,0.0,20.0,18.0,19.0,0.0,3.00000190734863,0.0,0.0,0.0,0.0
2021-04-06 01:11:00,20.3999996185302,52.4000015258789,395.0,0.926455438137054,20.3999996185302,31.6000003814697,0.0,0.0,0.0,0.0,201.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,166.0,0.0,201.0,162.0,0.0,201.0,164.0,0.0,0.0,20.0,18.0,19.0,0.0,3.50000381469726,0.0,0.0,0.0,0.0
2021-04-06 01:12:00,20.2000007629394,52.2999992370605,393.0,0.924123704433441,20.3999996185302,31.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,111.0,0.0,201.0,397.0,0.0,201.0,399.0,0.0,0.0,20.0,18.0,19.0,0.0,1.49999618530273,0.0,0.0,0.0,0.0
