시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,펌프최근분무량,펌프일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-05-21 00:44:00,20.60000038,69.5,552.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3583.0,0,0,0,0,0,0,201,177.0,0,201,179.0,0,201,181.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:45:00,20.60000038,69.19999695,549.0,4.858011246,23.79999924,45.90000153,0,0,769,769.0,201,3586.0,0,0,0,0,0,0,201,119.0,0,201,121.0,0,201,123.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:46:00,20.60000038,68.80000305,551.0,4.859922409,23.79999924,45.90000153,0,0,769,769.0,201,3592.0,0,0,0,0,0,0,201,64.0,0,201,66.0,0,201,68.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:47:00,20.5,68.5,553.0,4.859922409,23.79999924,45.90000153,0,0,769,769.0,201,3588.0,0,0,0,0,0,0,201,180.0,0,201,182.0,0,201,184.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:48:00,20.5,68.30000305,546.0,4.857055664,23.79999924,45.90000153,0,0,769,769.0,201,3592.0,0,0,0,0,0,0,201,124.0,0,201,126.0,0,201,128.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:49:00,20.60000038,68.19999695,547.0,4.859922409,23.70000076,45.90000153,0,0,769,769.0,201,3593.0,0,0,0,0,0,0,201,63.0,0,201,65.0,0,201,67.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:50:00,20.60000038,68.0,551.0,4.856099606,23.79999924,46.0,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,189.0,0,201,191.0,0,201,193.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:51:00,20.60000038,67.69999695,543.0,4.858011246,23.70000076,46.0,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,124.0,0,201,126.0,0,201,128.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:52:00,20.5,67.80000305,546.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,66.0,0,201,68.0,0,201,70.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 00:53:00,20.5,67.90000153,545.0,4.855144024,23.79999924,46.0,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,180.0,0,201,182.0,0,201,184.0,0,0,16.0,14.0,15.0,0.0,32.750000955,0.0,0.0,0.0,0.0
2022-05-21 00:54:00,20.5,68.09999847,546.0,4.858011246,23.89999962,45.90000153,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,111.0,0,201,113.0,0,201,115.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:55:00,20.5,68.40000153,544.0,4.857055664,23.89999962,45.90000153,0,0,769,769.0,201,3598.0,0,0,0,0,0,0,201,52.0,0,201,54.0,0,201,56.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:56:00,20.5,68.59999847,545.0,4.857055664,23.79999924,45.90000153,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,184.0,0,201,186.0,0,201,188.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:57:00,20.5,68.69999695,546.0,4.854188442,23.70000076,45.90000153,0,0,769,769.0,201,3543.0,0,0,0,0,0,0,201,128.0,0,201,130.0,0,201,132.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:58:00,20.5,69.5,541.0,4.856099606,23.60000038,46.0,0,0,769,769.0,201,3545.0,0,0,0,0,0,0,201,70.0,0,201,72.0,0,201,74.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 00:59:00,20.5,69.5,543.0,4.855144024,23.70000076,46.0,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,181.0,0,201,183.0,0,201,185.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:00:00,20.39999962,69.19999695,540.0,4.857055664,23.79999924,46.0,0,0,769,769.0,201,3544.0,0,0,0,0,0,0,201,128.0,0,201,130.0,0,201,132.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:01:00,20.39999962,68.69999695,542.0,4.856099606,23.79999924,46.0,0,0,769,769.0,201,3541.0,0,0,0,0,0,0,201,64.0,0,201,66.0,0,201,68.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:02:00,20.5,68.5,542.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3547.0,0,0,0,0,0,0,201,190.0,0,201,192.0,0,201,194.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:03:00,20.5,68.19999695,543.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3541.0,0,0,0,0,0,0,201,123.0,0,201,125.0,0,201,127.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:04:00,20.39999962,68.09999847,544.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3542.0,0,0,0,0,0,0,201,63.0,0,201,65.0,0,201,67.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:05:00,20.5,69.0,542.0,4.859922409,23.79999924,46.0,0,0,769,769.0,201,3543.0,0,0,0,0,0,0,201,184.0,0,201,186.0,0,201,188.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:06:00,20.5,69.0,545.0,4.862789154,23.79999924,46.0,0,0,769,769.0,201,3555.0,0,0,0,0,0,0,201,135.0,0,201,137.0,0,201,139.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:07:00,20.5,68.30000305,543.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3552.0,0,0,0,0,0,0,201,71.0,0,201,73.0,0,201,75.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:08:00,20.5,68.0,540.0,4.860877991,23.79999924,46.0,0,0,769,769.0,201,3543.0,0,0,0,0,0,0,201,182.0,0,201,185.0,0,201,187.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:09:00,20.5,68.19999695,543.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3553.0,0,0,0,0,0,0,201,131.0,0,201,134.0,0,201,136.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:10:00,20.5,68.0,542.0,4.857055664,23.79999924,46.0,0,0,769,769.0,201,3554.0,0,0,0,0,0,0,201,70.0,0,201,73.0,0,201,75.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:11:00,20.5,67.90000153,541.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3554.0,0,0,0,0,0,0,201,195.0,0,201,197.0,0,201,199.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:12:00,20.5,68.40000153,540.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3556.0,0,0,0,0,0,0,201,133.0,0,201,135.0,0,201,137.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:13:00,20.5,68.30000305,541.0,4.856099606,23.79999924,46.0,0,0,769,769.0,201,3559.0,0,0,0,0,0,0,201,74.0,0,201,76.0,0,201,78.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:14:00,20.5,68.09999847,542.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3572.0,0,0,0,0,0,0,201,26.0,0,201,28.0,0,201,30.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:15:00,20.5,68.0,541.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3582.0,0,0,0,0,0,0,201,169.0,0,201,170.0,0,201,172.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:16:00,20.5,67.90000153,542.0,4.860877991,23.79999924,46.0,0,0,769,769.0,201,3561.0,0,0,0,0,0,0,201,87.0,0,201,89.0,0,201,91.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:17:00,20.5,68.0,542.0,4.858966827,23.79999924,46.0,0,0,769,769.0,201,3560.0,0,0,0,0,0,0,201,195.0,0,201,197.0,0,201,198.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:18:00,20.5,67.59999847,535.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3564.0,0,0,0,0,0,0,201,136.0,0,201,138.0,0,201,140.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:19:00,20.5,67.80000305,540.0,4.860877991,23.70000076,46.0,0,0,769,769.0,201,3559.0,0,0,0,0,0,0,201,70.0,0,201,72.0,0,201,74.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:20:00,20.5,67.69999695,536.0,4.858011246,23.79999924,46.0,0,0,769,769.0,201,3572.0,0,0,0,0,0,0,201,22.0,0,201,24.0,0,201,26.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:21:00,20.5,67.5,535.0,4.862789154,23.79999924,46.0,0,0,769,769.0,201,3570.0,0,0,0,0,0,0,201,130.0,0,201,133.0,0,201,135.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:22:00,20.60000038,67.80000305,539.0,4.859922409,23.79999924,46.0,0,0,769,769.0,201,3535.0,0,0,0,0,0,0,201,95.0,0,201,98.0,0,201,100.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:23:00,20.5,68.09999847,535.0,4.859922409,23.79999924,46.0,0,0,769,769.0,201,3566.0,0,0,0,0,0,0,201,195.0,0,201,197.0,0,201,199.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 01:24:00,20.5,67.90000153,537.0,4.858966827,23.79999924,46.09999847,0,0,769,769.0,201,3568.0,0,0,0,0,0,0,201,136.0,0,201,138.0,0,201,140.0,0,0,16.0,14.0,15.0,0.0,33.00000191,0.0,0.0,0.0,0.0
2022-05-21 01:25:00,20.5,69.19999695,536.0,4.858011246,23.79999924,46.09999847,0,0,769,769.0,201,3568.0,0,0,0,0,0,0,201,75.0,0,201,77.0,0,201,79.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:26:00,20.5,69.90000153,536.0,4.861833572,23.79999924,46.09999847,0,0,769,769.0,201,3561.0,0,0,0,0,0,0,201,194.0,0,201,196.0,0,201,198.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:27:00,20.39999962,69.80000305,537.0,4.861833572,23.79999924,46.09999847,0,0,769,769.0,201,3572.0,0,0,0,0,0,0,201,138.0,0,201,140.0,0,201,142.0,0,0,16.0,14.0,15.0,0.0,32.5,0.0,0.0,0.0,0.0
2022-05-21 01:28:00,20.39999962,69.30000305,533.0,4.858011246,23.79999924,46.09999847,0,0,769,769.0,201,3599.0,0,0,0,0,0,0,201,104.0,0,201,106.0,0,201,108.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:29:00,20.39999962,69.09999847,533.0,4.861833572,23.79999924,46.0,0,0,769,769.0,201,3566.0,0,0,0,0,0,0,201,195.0,0,201,197.0,0,201,199.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:30:00,20.39999962,69.09999847,532.0,4.859922409,23.79999924,46.0,0,0,769,769.0,201,3576.0,0,0,0,0,0,0,201,140.0,0,201,142.0,0,201,144.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:31:00,20.39999962,69.09999847,536.0,4.859922409,23.79999924,46.0,0,0,769,769.0,201,3588.0,0,0,0,0,0,0,201,73.0,0,201,75.0,0,201,77.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:32:00,20.39999962,69.19999695,533.0,4.861833572,23.79999924,46.0,0,0,769,769.0,201,3580.0,0,0,0,0,0,0,201,22.0,0,201,24.0,0,201,26.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:33:00,20.39999962,69.09999847,535.0,4.860877991,23.70000076,46.09999847,0,0,769,769.0,201,3579.0,0,0,0,0,0,0,201,140.0,0,201,142.0,0,201,144.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:34:00,20.39999962,69.0,534.0,4.860877991,23.79999924,46.09999847,0,0,769,769.0,201,3577.0,0,0,0,0,0,0,201,77.0,0,201,79.0,0,201,81.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:35:00,20.39999962,68.80000305,534.0,4.861833572,23.79999924,46.09999847,0,0,769,769.0,201,3583.0,0,0,0,0,0,0,201,22.0,0,201,24.0,0,201,26.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
2022-05-21 01:36:00,20.5,68.80000305,532.0,4.859922409,23.79999924,46.09999847,0,0,769,769.0,201,3546.0,0,0,0,0,0,0,201,166.0,0,201,168.0,0,201,170.0,0,0,16.0,14.0,15.0,0.0,31.99999809,0.0,0.0,0.0,0.0
